Job Title,Company,Location,Country,Flag,Tier,Search Keyword,Posted Date,Crawl Date,Source,Easy Apply,Remote / Workplace,Match Score,Visa Sponsorship Mentioned,Required Skills,Resume File Path,Applied Status,Notes,Job URL,City,City Openings
Deputy Shift lead engineer,Dalkia,DalkiaWelwyn Garden City AL7 1QA,United Kingdom,🇬🇧,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.indeed.com/viewjob?jk=789abcdef0123456,DalkiaWelwyn Garden City AL7 1QA,1
Service Reliability Engineer - Manchester,Fitch Group,Fitch GroupManchester,United Kingdom,🇬🇧,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.indeed.com/viewjob?jk=f1e2d3c4b5a67890,Fitch GroupManchester,1
Senior Platform Engineer - Developer Platform,Deliveroo,"Deliveroo
Hybrid work in London",United Kingdom,🇬🇧,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.indeed.com/viewjob?jk=dab0db1fcb6736d3,"Deliveroo
Hybrid work in London",1
Platform Engineer,Nominet,"Nominet
Hybrid work in Oxford",United Kingdom,🇬🇧,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.indeed.com/viewjob?jk=005737408bd70ee1,"Nominet
Hybrid work in Oxford",1
Infrastructure Security Engineer,SpaceXAI,"SpaceXAI
London",United Kingdom,🇬🇧,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UNITED_KINGDOM.docx,No,,https://www.indeed.com/viewjob?jk=637a81000fbb46e3,"SpaceXAI
London",1
DevOPS/Cloud Engineer (Contract),Cyber-Infomax Solutions Inc.,"Cyber-Infomax Solutions Inc.
Toronto, ON",Canada,🇨🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=9bc81d27480eb0fa,"Cyber-Infomax Solutions Inc.
Toronto",1
DevOPS/Cloud Engineer,Softline Technology,"Softline Technology
Toronto, ON",Canada,🇨🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=598bd9630f404a9d,"Softline Technology
Toronto",1
"Principal Engineer, Cloud & AI",GeoLOGIC Systems Limited,"GeoLOGIC Systems Limited
Calgary, AB T2P 3C5",Canada,🇨🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=9211364d6d993953,"GeoLOGIC Systems Limited
Calgary",1
Senior DevOps Engineer (Contract) - 6 Months,Creditbook,"Creditbook
Remote",Canada,🇨🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=ba97dbaf6617324d,"Creditbook
Remote",1
Sr. Cloud Platform Engineer (Network and Cloud Operations),Healthcare of Ontario Pension Plan (HOOPP),"Healthcare of Ontario Pension Plan (HOOPP)
Toronto, ON",Canada,🇨🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=81b71163a8457121,"Healthcare of Ontario Pension Plan (HOOPP)
Toronto",1
Senior Platform Engineering Specialist,CGI,"CGI
Toronto, ON M5B 2L7",Canada,🇨🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=cd4abcc29a2056b9,"CGI
Toronto",1
AI Infrastructure Engineer,Palona AI,"Palona AI
Toronto, ON",Canada,🇨🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=ff5b132d0adc337c,"Palona AI
Toronto",1
Site Reliability Engineer - Application Support,Capgemini Sogeti,"Capgemini Sogeti
Toronto, ON",Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=5ed3f5cf55ee3da8,"Capgemini Sogeti
Toronto",1
Senior Site Reliability Developer,Autodesk,"Autodesk
Toronto, ON M5G 1M1",Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=db7c998dc334580b,"Autodesk
Toronto",1
"Lead, Site Reliability Engineer",Etraveli Group,"Etraveli Group
Toronto, ON",Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=0e78872e97031412,"Etraveli Group
Toronto",1
Senior DevOps Engineer,SpaceOps Inc,"SpaceOps Inc
Hamilton, ON",Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=8cbef0c95afe7712,"SpaceOps Inc
Hamilton",1
Senior Devops Developer,Telesat,"Telesat
Ottawa, ON",Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=92555ad60c35b748,"Telesat
Ottawa",1
Senior DevOps Engineer,Quest Global,"Quest Global
Vancouver, BC",Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=534331571ce76627,"Quest Global
Vancouver",1
VP of Systems Engineering - Canada,Bankjoy,"Bankjoy
Toronto, ON",Canada,🇨🇦,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=36440587650e88f0,"Bankjoy
Toronto",1
AI Engineer - AI Platform Engineering,Royal Bank of Canada,"Royal Bank of Canada
Vancouver, BC V6E 3V5",Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=a36bae4682923f04,"Royal Bank of Canada
Vancouver",1
Senior Platform Engineer,Royal Bank of Canada,"Royal Bank of Canada
Toronto, ON M9W 0A4",Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=6ec566d8d38b9562,"Royal Bank of Canada
Toronto",1
Platform Modernization Engineer,Tata Consultancy Services,"Tata Consultancy Services
Montréal, QC",Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=741fadd9b711a957,"Tata Consultancy Services
Montréal",1
Forward Deployed Engineer,Vendasta,"Vendasta
Saskatoon, SK S7K 5T6",Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=2112dc9046e2f7f1,"Vendasta
Saskatoon",1
Staff AI Platform Developer [590],D-Wave Quantum Inc.,"D-Wave Quantum Inc.
Remote",Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=4f26bdd4d0e4394e,"D-Wave Quantum Inc.
Remote",1
Data Platform Engineer,ASICS Apps,"ASICS Apps
Remote",Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=cbbb840fabc2f05d,"ASICS Apps
Remote",1
"Platform Engineer, Spa and Leisure Technologies",Four Seasons,"Four Seasons
Toronto, ON",Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=dc30f8e83002e6d5,"Four Seasons
Toronto",2
"Lead Platform Engineer, F&B Technologies",Four Seasons,"Four Seasons
Toronto, ON",Canada,🇨🇦,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_CANADA.docx,No,,https://www.indeed.com/viewjob?jk=aa3a143e403a6b42,"Four Seasons
Toronto",2
DevOps Engineer – Crypto Trading Platform Infrastructure,P99SOFT Pvt Ltd,"P99SOFT Pvt Ltd
Dubai",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=b0809fdeda95120d,"P99SOFT Pvt Ltd
Dubai",1
Senior Technical Software Engineer,The Emirates Group,"The Emirates Group
Dubai",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=e808468994949e1c,"The Emirates Group
Dubai",1
OpenShift Platform Engineer,Reqiva ltd,"Reqiva ltd
Dubai",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=edc2e967fb09a5b0,"Reqiva ltd
Dubai",1
OutSystems Developer,Synnect Group L.L.C-FZ,"Synnect Group L.L.C-FZ
Dubai",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=0a4db17bfc2110c2,"Synnect Group L.L.C-FZ
Dubai",1
"Track Lead - Microsoft Azure - IaaS, Azure Kubernetes Service",HCLTech,"HCLTech
UAE",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"Kubernetes, Azure",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=0e438082e79eec43,"HCLTech
UAE",1
Sr. DevOps Engineer - (CI/CD & Kubernetes),GSSTech Group,"GSSTech Group
Dubai",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,95%,No,"Kubernetes, CI/CD",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=cd22bb6bc62627a2,"GSSTech Group
Dubai",4
Sr. DevOps Engineer - OpenShift & CI/CD,GSSTech Group,"GSSTech Group
Dubai",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,95%,No,CI/CD,Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=9c77db0a84d681b6,"GSSTech Group
Dubai",4
Customer Success Engineer Dubai,Aikido Security,"Aikido Security
Remote in Dubai",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=488061b39c2b791c,"Aikido Security
Remote in Dubai",1
GRC Engineer,VaporVM,"VaporVM
Dubai",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=14a8397efdfc4578,"VaporVM
Dubai",1
Senior Software Engineer,Technology Innovation Institute,"Technology Innovation Institute
UAE",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=ef2796cff28392be,"Technology Innovation Institute
UAE",1
Product Lead & Senior Python Engineer (CKAN & AI-Enabled Data Platforms),Team bridge advisory,"Team bridge advisory
Abu Dhabi",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,95%,No,Python,Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=cb69336161b66929,"Team bridge advisory
Abu Dhabi",1
DevOps Engineer,SureFlow,"SureFlow
Dubai Healthcare City",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=44fec7da847ab3bb,"SureFlow
Dubai Healthcare City",1
Data Engineer,Dubai Data,"Dubai Data
Dubai International City",United Arab Emirates,🇦🇪,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=01e34873e95ad377,"Dubai Data
Dubai International City",1
Solutions Architect - NVIDIA Cloud Partners and Datacentre Infrastructure,NVIDIA,"NVIDIA
Remote",United Arab Emirates,🇦🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=2420c0b3959d170c,"NVIDIA
Remote",1
Salesforce Technical Lead,Digital spidy HR Consultancies LLC,"Digital spidy HR Consultancies LLC
Dubai",United Arab Emirates,🇦🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=fd5051804d19b5c4,"Digital spidy HR Consultancies LLC
Dubai",1
Senior Azure AI Architect,Capgemini Sogeti,"Capgemini Sogeti
Dubai",United Arab Emirates,🇦🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=1fe78a32d36fe0bd,"Capgemini Sogeti
Dubai",1
IT Infrastructure Engineer,PROOFOPS,"PROOFOPS
Dubai",United Arab Emirates,🇦🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=9326fe88851fdd96,"PROOFOPS
Dubai",1
NETWORK ENGINEER,Star Services,"Star Services
Abu Dhabi",United Arab Emirates,🇦🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=e6167b4e1f7359ab,"Star Services
Abu Dhabi",1
"Senior Customer Solutions Engineer, Edge AI",Armada,"Armada
Remote in Dubai",United Arab Emirates,🇦🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=af59af04d6c0cd0b,"Armada
Remote in Dubai",1
"Senior Customer Solutions Engineer, Edge AI",Armada,ArmadaRemote in Dubai,United Arab Emirates,🇦🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,Remote,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=fedcba9876543210,ArmadaRemote in Dubai,1
IT Specialist,Impact World Banking Consultancy,"Impact World Banking Consultancy
Dubai",United Arab Emirates,🇦🇪,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=37395e4633f4e4af,"Impact World Banking Consultancy
Dubai",1
Signage Printing Production Engineer,Emirates Talent - HMI,"Emirates Talent - HMI
Dubai",United Arab Emirates,🇦🇪,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=346df8b9e805dd3e,"Emirates Talent - HMI
Dubai",1
Sr. DevOps Engineer - (CI/CD & Kubernetes),GSSTech Group,GSSTech GroupDubai,United Arab Emirates,🇦🇪,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,95%,No,"Kubernetes, CI/CD",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=cdef0123456789ab,GSSTech GroupDubai,1
Production Engineer (UAE Freshers),Mirodec Gulf,"Mirodec Gulf
Dubai",United Arab Emirates,🇦🇪,1,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=3ab5117cb1e9d639,"Mirodec Gulf
Dubai",1
Software Engineer ll - Flutter,talabat,"talabat
Dubai",United Arab Emirates,🇦🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=7a5d083edb8e5b84,"talabat
Dubai",1
IT Infrastructure & Support Engineer,Qode,"Qode
Dubai",United Arab Emirates,🇦🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=75cd164b8d66f3d7,"Qode
Dubai",1
Sr. Product Engineer - Full Stack (eMudhra),GSSTech Group,"GSSTech Group
Dubai",United Arab Emirates,🇦🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=cde5dffa2077b496,"GSSTech Group
Dubai",4
IT Support Engineer - (Help Desk & Infrastructure Support),GSSTech Group,"GSSTech Group
Dubai",United Arab Emirates,🇦🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=ff6b46e53caa75cc,"GSSTech Group
Dubai",4
Planning Engineer (Infrastructure),Parsons,"Parsons
Dubai",United Arab Emirates,🇦🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=8eb217fd7febadb3,"Parsons
Dubai",1
Senior Procurement Engineer - Infrastructure ( Wet Utilities) and Landscape,EMIRATES LINK NITCO LLC,"EMIRATES LINK NITCO LLC
Abu Dhabi",United Arab Emirates,🇦🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=490ee832edfd4b4e,"EMIRATES LINK NITCO LLC
Abu Dhabi",1
Product Lead & Senior Python Engineer (CKAN & AI-Enabled Data Platforms),Team bridge advisory,Team bridge advisoryAbu Dhabi,United Arab Emirates,🇦🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,95%,No,Python,Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=456789abcdef0123,Team bridge advisoryAbu Dhabi,1
IT Support Engineer – Infrastructure & Systems,Asghar Furniture LLC,"Asghar Furniture LLC
Dubai",United Arab Emirates,🇦🇪,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_UAE.docx,No,,https://www.indeed.com/viewjob?jk=af009cfaa390130f,"Asghar Furniture LLC
Dubai",1
Automated Operations Engineer,Ericsson,"Ericsson
Jeddah",Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.indeed.com/viewjob?jk=0e4b0864c4ec970d,"Ericsson
Jeddah",1
AI Engineer,Saudi AZM,"Saudi AZM
Riyadh",Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.indeed.com/viewjob?jk=1ed7aec0c6127b31,"Saudi AZM
Riyadh",1
"Data Center Operations Engineer, Senior – Cloud AI - Riyadh, KSA",Qualcomm,"Qualcomm
Riyadh",Saudi Arabia,🇸🇦,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.indeed.com/viewjob?jk=4191f229f31092ce,"Qualcomm
Riyadh",1
Enterprise Solutions Architect - Presales Expert,DXC Technology,"DXC Technology
Riyadh",Saudi Arabia,🇸🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.indeed.com/viewjob?jk=8a1e8af5706a08af,"DXC Technology
Riyadh",2
Cloud and Infrastructure Solutions Architect - Presales Expert,DXC Technology,"DXC Technology
Riyadh",Saudi Arabia,🇸🇦,1,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_SAUDI_ARABIA.docx,No,,https://www.indeed.com/viewjob?jk=b417232b9ea7e6d5,"DXC Technology
Riyadh",2
